,0,1
98,4.646254188910347,-4.559641149486411
99,5.8582594609751455,-4.939933109214149
100,8.101705327235262,-5.186756175714658
101,6.974097647678217,-4.67808717288797
102,8.182715029253622,-5.616914115703617
103,7.534513374944228,-5.074391694304387
104,7.915371591679161,-5.200910525873444
105,8.964084596657928,-5.828885787379294
106,6.075169076722686,-4.049027407348114
107,8.497163682097531,-5.641493045405251
108,7.878150845254026,-5.051330263259819
109,8.493368438348831,-6.005235619707993
110,7.229862449140553,-5.497798213919426
111,7.363088486135673,-5.0633405002697645
112,7.731038683886904,-5.485640883905368
113,6.9016144137287245,-4.484081819154842
114,7.146910043258557,-4.693157302131221
115,7.4728215284604085,-5.354972634653464
116,7.514508963526512,-5.3034604317027485
117,9.067670289986843,-6.401687234128521
118,9.356521449504987,-5.551697167747069
119,6.851149925873752,-4.548958054238563
120,7.997010169726725,-5.6282977382217885
121,6.75926209458564,-4.633204192226233
122,9.063726758359362,-5.756628254456136
123,6.9480040111648895,-5.084418258725754
124,7.84586729088181,-5.573409825084113
125,8.183357412195788,-5.831517706405075
126,6.819231155897775,-5.100409188469004
127,6.855122519451336,-5.142063551947893
128,7.685320531343007,-5.04795455307286
129,7.953642074305767,-5.7598867879736915
130,8.404676036730319,-5.676556429070484
131,8.811160808741121,-6.625690774759571
132,7.721240956846672,-5.037655434588696
133,7.004906953474569,-5.140979047913887
134,7.3386885728439255,-4.773839131478754
135,8.643546718718406,-5.981569206117081
136,7.716087268276293,-5.345425591719757
137,7.471463083638728,-5.299000217481782
138,6.733139396122207,-5.0914887600270715
139,7.674778124519389,-5.643683685418694
140,7.881481055889444,-5.429832170267694
141,7.489438049388729,-5.684438880343012
142,6.974097647678217,-4.67808717288797
143,8.132207972535584,-5.516369514408318
144,7.98954899289647,-5.532213351147456
145,7.509442460806446,-5.455370142944649
146,7.083230875923855,-4.9205365529492315
147,7.329168888395853,-5.344215626627067
148,7.47245674406417,-5.325601062247315
149,6.954064174310397,-4.959109392249387
